"문제키값","문제","오픈일자","보기순번","보기정보","정답여부"
"605","다음 중 호칭어가 바른 것은?","20141209","3539","작은며느리가 큰며느리에게: 언니",""
"605","다음 중 호칭어가 바른 것은?","20141209","3540","며느리가 시아버지에게: 아빠",""
"604","다음 중 상대에 대한 호칭을 바르게 사용하고 있는 것은?","20141208","3533","남편의 누나에게: 형님 요즘 많이 바쁘세요?","정답"
"604","다음 중 상대에 대한 호칭을 바르게 사용하고 있는 것은?","20141208","3534","형수가 시동생에게: 삼촌 이번 주에 우리 철이 공부 좀 봐 주세요.",""
"604","다음 중 상대에 대한 호칭을 바르게 사용하고 있는 것은?","20141208","3535","누나의 남편에게: 형님 이번 일요일에 낚시나 가시죠?",""
"604","다음 중 상대에 대한 호칭을 바르게 사용하고 있는 것은?","20141208","3536","남동생의 아내에게: 동서 물 좀 줄래?",""
"603","다음 중 표준어 표기가 틀린 것은?","20141205","3529","깍두기",""
"603","다음 중 표준어 표기가 틀린 것은?","20141205","3530","오뚜기","정답"
"603","다음 중 표준어 표기가 틀린 것은?","20141205","3531","뻐꾸기",""
"603","다음 중 표준어 표기가 틀린 것은?","20141205","3532","거꾸로",""
"602","다음 중 복수표준어에 해당하는 것은?","20141204","3525","고치다 낫우다",""
"602","다음 중 복수표준어에 해당하는 것은?","20141204","3526","까치발 까치다리",""
"602","다음 중 복수표준어에 해당하는 것은?","20141204","3527","부스러기 부스럭지",""
"602","다음 중 복수표준어에 해당하는 것은?","20141204","3528","꼬리별 살별","정답"
"601","다음의 본말과 준말 중 비표준어가 있는 것은?","20141203","3521","시누이-시누",""
"601","다음의 본말과 준말 중 비표준어가 있는 것은?","20141203","3522","온가지-온갖","정답"
"601","다음의 본말과 준말 중 비표준어가 있는 것은?","20141203","3523","오누이-오뉘",""
"601","다음의 본말과 준말 중 비표준어가 있는 것은?","20141203","3524","막대기-막대",""
"600","다음 중 표준어가 아닌 것은?","20141202","3517","웃목","정답"
"600","다음 중 표준어가 아닌 것은?","20141202","3518","구절(句節)",""
"600","다음 중 표준어가 아닌 것은?","20141202","3519","으레",""
"600","다음 중 표준어가 아닌 것은?","20141202","3520","상추",""
"599","다음 중 표준어인 것은?","20141201","3513","광우리",""
"599","다음 중 표준어인 것은?","20141201","3514","멀국",""
"599","다음 중 표준어인 것은?","20141201","3515","담배꽁추",""
"599","다음 중 표준어인 것은?","20141201","3516","우렁쉥이","정답"
"598","표준어가 아닌 것은?","20141128","3509","칸막이",""
"598","표준어가 아닌 것은?","20141128","3510","사글세",""
"598","표준어가 아닌 것은?","20141128","3511","막둥이",""
"598","표준어가 아닌 것은?","20141128","3512","강남콩","정답"
"597","다음 문장 중 적절하지 않은 것은?","20141127","3505","어린 딸은 나에게 부러진 인형을 붙여 달라고 말하였다.",""
"597","다음 문장 중 적절하지 않은 것은?","20141127","3506","비 오는 날엔 빈대떡을 부쳐 먹는 것이 제격이다.",""
"597","다음 문장 중 적절하지 않은 것은?","20141127","3507","두 팔을 벌려 맑은 공기를 가슴 가득 마셔 보세요.",""
"597","다음 문장 중 적절하지 않은 것은?","20141127","3508","불어오는 바람에 산불은 이미 겉잡을 수 없었다.","정답"
"596","맞춤법에 맞게 고친 것 중 잘못된 것은?","20141126","3501","말씀이 계시겠습니다. --> 있으시겠습니다",""
"596","맞춤법에 맞게 고친 것 중 잘못된 것은?","20141126","3502","가슴이 설레인다. --> 설렌다",""
"596","맞춤법에 맞게 고친 것 중 잘못된 것은?","20141126","3503","홀몸도 아닌데 --> 홑몸",""
"596","맞춤법에 맞게 고친 것 중 잘못된 것은?","20141126","3504","이 둘은 서로 다른 거야 --> 틀린 거야","정답"
"595","다음 중 ( )속의 단어의 쓰임이 바르지 않은 것은?","20141125","3497","그렇게 말하는 그를 보는 동료들은 모두 (아연실색)할 수밖에 없었다.",""
"595","다음 중 ( )속의 단어의 쓰임이 바르지 않은 것은?","20141125","3498","김 대리는 사사건건 박 부장과 (부딪혀) 그 자리에서 더 버티지 못했다.","정답"
"595","다음 중 ( )속의 단어의 쓰임이 바르지 않은 것은?","20141125","3499","바람이 심하고 풍랑이 높은 와중에도 그는 (아랑곳하지) 않고 잠만 잤다.",""
"595","다음 중 ( )속의 단어의 쓰임이 바르지 않은 것은?","20141125","3500","여러 사람의 의견이 엇갈리다 보니 나도 판단하기가 (곤혹스럽다).",""
"594","다음 중 표기가 바른 것은?","20141124","3493","리보솜과 리소좀은 서로 틀린 거야.",""
"594","다음 중 표기가 바른 것은?","20141124","3494","일을 별였으면 끝장을 보아야지.","정답"
"594","다음 중 표기가 바른 것은?","20141124","3495","이번에는 물의 양을 늘여서 다시 한 번 시도해 보자.",""
"594","다음 중 표기가 바른 것은?","20141124","3496","지하철의 복잡한 사람들 틈바구니에서 그만 가방을 잊어버렸다.",""
"593","다음 중 틀린 문장은?","20141121","3489","이제 생선만 조리면 되겠구나.",""
"593","다음 중 틀린 문장은?","20141121","3490","마음을 졸이며 하루를 보냈다.",""
"593","다음 중 틀린 문장은?","20141121","3491","그녀는 우산을 받치고 길을 나섰다.",""
"593","다음 중 틀린 문장은?","20141121","3492","오늘 회의 내용을 극비에 붙여야 합니다.","정답"
"592","다음 주 어법이 바르고 단어의 쓰임이 가장 올바른 문장은?","20141120","3485","오늘이 몇 월 며칠이지요?","정답"
"592","다음 주 어법이 바르고 단어의 쓰임이 가장 올바른 문장은?","20141120","3486","지난번에 샀던 옷하고는 디자인이 틀리네.",""
"592","다음 주 어법이 바르고 단어의 쓰임이 가장 올바른 문장은?","20141120","3487","길이 막혔으니 저쪽으로 돌아가 주십시요.",""
"592","다음 주 어법이 바르고 단어의 쓰임이 가장 올바른 문장은?","20141120","3488","신분이나 나이에 걸맞는 행동을 해야 합니다.",""
"591","( )속의 띄어쓰기가 맞는 문장은?","20141119","3481","영희는 얼굴도 (예쁜데다가) 똑똑하다.",""
"591","( )속의 띄어쓰기가 맞는 문장은?","20141119","3482","밥을 (먹었는 데도) 배가 고팠다.",""
"591","( )속의 띄어쓰기가 맞는 문장은?","20141119","3483","영희는 얼굴은 (예쁜 데) 마음씨는 나쁘다.",""
"591","( )속의 띄어쓰기가 맞는 문장은?","20141119","3484","철수를 (설득하는 데) 며칠 걸렸다.","정답"
"590","다음 중 ( )속의 단어의 쓰임이 올바른 문장은?","20141118","3477","나는 석탑 서점을 (들려) 오후 세 시에 바닷가로 나왔었다.",""
"590","다음 중 ( )속의 단어의 쓰임이 올바른 문장은?","20141118","3478","(두 살박이) 딸이 재롱을 떨었다.",""
"590","다음 중 ( )속의 단어의 쓰임이 올바른 문장은?","20141118","3479","그는 (늦둥이)라 부모의 사랑을 독차지하며 자랐다.","정답"
"590","다음 중 ( )속의 단어의 쓰임이 올바른 문장은?","20141118","3480","장을 (담을) 준비가 되었니?",""
"589","다음 중 외래어 표기가 잘못된 것은?","20141117","3473","알코올",""
"589","다음 중 외래어 표기가 잘못된 것은?","20141117","3474","꽁트","정답"
"589","다음 중 외래어 표기가 잘못된 것은?","20141117","3475","매머드",""
"589","다음 중 외래어 표기가 잘못된 것은?","20141117","3476","로봇",""
"588","다음 중 외래어 표기가 잘못된 것은?","20141114","3469","서비스",""
"588","다음 중 외래어 표기가 잘못된 것은?","20141114","3470","뷔페",""
"588","다음 중 외래어 표기가 잘못된 것은?","20141114","3471","메시지",""
"588","다음 중 외래어 표기가 잘못된 것은?","20141114","3472","악세사리","정답"
"587","다음 중 표준어가 아닌 것은?","20141113","3465","웃목","정답"
"587","다음 중 표준어가 아닌 것은?","20141113","3466","구절(句節)",""
"587","다음 중 표준어가 아닌 것은?","20141113","3467","으레",""
"587","다음 중 표준어가 아닌 것은?","20141113","3468","상추",""
"586","다음 ( ) 속의 단어 중 어원상 고유어는?","20141112","3461","(남포불)이 밝기도 하다.",""
"586","다음 ( ) 속의 단어 중 어원상 고유어는?","20141112","3462","그는 성질이 (고약)하다.",""
"586","다음 ( ) 속의 단어 중 어원상 고유어는?","20141112","3463","나는( 마냥) 즐겁다.",""
"586","다음 ( ) 속의 단어 중 어원상 고유어는?","20141112","3464","사람은 (생각)하는 갈대다.","정답"
"585","다음 중 표준어 표기에 어긋난 것은?","20141111","3457","뽄새","정답"
"585","다음 중 표준어 표기에 어긋난 것은?","20141111","3458","댑싸리",""
"585","다음 중 표준어 표기에 어긋난 것은?","20141111","3459","봉숭아",""
"585","다음 중 표준어 표기에 어긋난 것은?","20141111","3460","천장",""
"584","다음 중 표준어 표기에 어긋난 것은?","20141110","3453","낭떠러지",""
"584","다음 중 표준어 표기에 어긋난 것은?","20141110","3454","설겆이","정답"
"584","다음 중 표준어 표기에 어긋난 것은?","20141110","3455","애달프다",""
"584","다음 중 표준어 표기에 어긋난 것은?","20141110","3456","오동나무",""
"570","다음 문장의 '포인트'를 순화한 것으로 적당하지 않은 것은?","20141021","3397","보너스 포인트를 드립니다. --> 점수",""
"570","다음 문장의 '포인트'를 순화한 것으로 적당하지 않은 것은?","20141021","3398","성공 포인트는 무엇입니까.? --> 비결",""
"570","다음 문장의 '포인트'를 순화한 것으로 적당하지 않은 것은?","20141021","3399","이 책의 포인트에 대한 해설을 부탁합니다. --> 요점",""
"570","다음 문장의 '포인트'를 순화한 것으로 적당하지 않은 것은?","20141021","3400","브라질 대 독일 결승전의 관전 포인트는 개인기 대 조직력에 있다. --> 효과","정답"
"569","다음 중 순화의 대상이 아닌 것은?","20141020","3393","아가리",""
"569","다음 중 순화의 대상이 아닌 것은?","20141020","3394","왕초",""
"569","다음 중 순화의 대상이 아닌 것은?","20141020","3395","갭",""
"569","다음 중 순화의 대상이 아닌 것은?","20141020","3396","갈무리","정답"
"558","다음 중 ( ) 속의 단어의 뜻이 옳지 않은 것은?","20141001","3349","일이란 시작도 중요하지만 (갈무리)도 잘해야 한다. : 일의 마무리",""
"558","다음 중 ( ) 속의 단어의 뜻이 옳지 않은 것은?","20141001","3350","이것으로 인사말을 (갈음)할까 합니다. : 바꾸어 대신함",""
"558","다음 중 ( ) 속의 단어의 뜻이 옳지 않은 것은?","20141001","3351","(함초롬히) 이슬을 먹은 뜰에 꽃들이 다투어 핀다. : 가지런하고 곱게",""
"558","다음 중 ( ) 속의 단어의 뜻이 옳지 않은 것은?","20141001","3352","(갈매) 무명치마 : 갈색","정답"
"557","다음 우리말 풀이로 어색한 것은?","20140930","3345","가량맞다: 격에 조금 어울리지 않은 데가 있다.",""
"557","다음 우리말 풀이로 어색한 것은?","20140930","3346","벌충: 보태거나 채워서 본디보다 더 튼튼하게 함.",""
"557","다음 우리말 풀이로 어색한 것은?","20140930","3347","맥쩍다: 맥이 풀려서 힘이 빠지다.","정답"
"557","다음 우리말 풀이로 어색한 것은?","20140930","3348","행짜: 심술을 부려 남을 해롭게 하는 행위",""
"556","( ) 속의 쓰임이 바르지 않은 것은?","20140929","3341","그녀의 몸무게는 (가늠)할 수가 없다.",""
"556","( ) 속의 쓰임이 바르지 않은 것은?","20140929","3342","이것으로 인사말을 (갈음)하겠습니다.",""
"556","( ) 속의 쓰임이 바르지 않은 것은?","20140929","3343","네 말의 의미는 정말 (가름)하기 힘들어.","정답"
"556","( ) 속의 쓰임이 바르지 않은 것은?","20140929","3344","시합의 승패는 이미 (판가름)이 나 있었다.",""
"555","다음 중 띄어쓰기가 잘못된 것은?","20140926","3337","문을 나서는데 연락이 왔어.",""
"555","다음 중 띄어쓰기가 잘못된 것은?","20140926","3338","우리가 지금 가는데가 어디야?","정답"
"555","다음 중 띄어쓰기가 잘못된 것은?","20140926","3339","그를 설득하는 데 사흘이 걸렸다.",""
"555","다음 중 띄어쓰기가 잘못된 것은?","20140926","3340","머리 아픈 데 먹는 약",""
"554","다음 중 ( ) 속의 단어가 올바른 것은?","20140925","3333","설레이는 가슴",""
"554","다음 중 ( ) 속의 단어가 올바른 것은?","20140925","3334","길을 헤매이다.",""
"554","다음 중 ( ) 속의 단어가 올바른 것은?","20140925","3335","날씨가 활짝 (개다).","정답"
"554","다음 중 ( ) 속의 단어가 올바른 것은?","20140925","3336","가슴을 (에이는) 듯한 슬픔",""
"553","다음 중 맞춤법이 바르지 않은 것은?","20140924","3329","(꽃봉오리)가 부풀어 오른 것을 보니 봄이 온 것을 알겠구나.",""
"553","다음 중 맞춤법이 바르지 않은 것은?","20140924","3330","비가 그치고 난 후에는 (산봉우리)가 가깝게 느껴진다.",""
"553","다음 중 맞춤법이 바르지 않은 것은?","20140924","3331","(구레나룻)을 기른 사람은 예술가의 분위기가 느껴진다.",""
"553","다음 중 맞춤법이 바르지 않은 것은?","20140924","3332","(오랫만에) 친구를 만나서 즐겁게 놀다 왔다.","정답"
"552","다음 ( )속의 외래어 표기가 바른 것은?","20140923","3325","그 음식점은 특히 야채 (수프)를 잘 한다.",""
"552","다음 ( )속의 외래어 표기가 바른 것은?","20140923","3326","몸이 좋지 않아 병원에서 (링게르)의 신세를 지게 됐다.",""
"552","다음 ( )속의 외래어 표기가 바른 것은?","20140923","3327","환경 (호르몬)은 우리에게 치명적인 영향을 끼친다.","정답"
"552","다음 ( )속의 외래어 표기가 바른 것은?","20140923","3328","행복 지수에 대한 (앙케이트)에서 상상도 못할 결과가 나왔다.",""
"551","다음 중 외래어 표기법에 맞는 것은?","20140922","3321","알루미늄 샤시로 만든 창문이라 매우 실용적이다.",""
"551","다음 중 외래어 표기법에 맞는 것은?","20140922","3322","오렌지 주스가 맛있다.","정답"
"551","다음 중 외래어 표기법에 맞는 것은?","20140922","3323","과학의 발달은 로보트의 대중화를 가속화시키고 있다.",""
"551","다음 중 외래어 표기법에 맞는 것은?","20140922","3324","오늘 생일 잔치는 한식 부페에서 하기로 했습니다.",""
"550","다음 중 외래어 표기법에 어긋나는 것은?","20140919","3317","맛이 좋다고 비스킷을 너무 많이 먹지 마라.",""
"550","다음 중 외래어 표기법에 어긋나는 것은?","20140919","3318","살다 보면 때때로 쇼맨십이 필요하다.",""
"550","다음 중 외래어 표기법에 어긋나는 것은?","20140919","3319","내레이션의 목소리가 아주 낭랑하여 듣기 좋다.",""
"550","다음 중 외래어 표기법에 어긋나는 것은?","20140919","3320","이 노란 브라우스는 예쁘다.","정답"
"549","다음 ( )속의 단어가 외래어 표기법에 맞는 것은?","20140918","3313","역시 당신은 (바베큐) 요리가 최고야.",""
"549","다음 ( )속의 단어가 외래어 표기법에 맞는 것은?","20140918","3314","부드러운 (스폰지)로 가볍게 문질러야 한다.",""
"549","다음 ( )속의 단어가 외래어 표기법에 맞는 것은?","20140918","3315","(액세서리) 가게는 많은 여자 손님들로 붐볐다.","정답"
"549","다음 ( )속의 단어가 외래어 표기법에 맞는 것은?","20140918","3316","오늘은 (에어콘)이 절실히 필요한 무더운 날이다.",""
"548","다음 ( )속의 표기가 틀린 것은?","20140917","3309","일이 돌아가는 (낌새)가 심상치 않다.",""
"548","다음 ( )속의 표기가 틀린 것은?","20140917","3310","너희 둘은 (쌍둥이)처럼 너무 닮았구나.",""
"548","다음 ( )속의 표기가 틀린 것은?","20140917","3311","마음이 초조하여 (안절부절하고) 있다.","정답"
"548","다음 ( )속의 표기가 틀린 것은?","20140917","3312","어린 토끼가 (깡충깡충) 잘도 뛰어 다닌다.",""
"547","다음 중 표준어 규정에 맞는 표현은?","20140916","3305","숫놈",""
"547","다음 중 표준어 규정에 맞는 표현은?","20140916","3306","숫쥐","정답"
"547","다음 중 표준어 규정에 맞는 표현은?","20140916","3307","숫사돈",""
"547","다음 중 표준어 규정에 맞는 표현은?","20140916","3308","숫돼지",""
"535","다음 ( )속의 맞춤법이 바른 것은?","20140826","3257","(아무튼) 불행 중 다행이다.","정답"
"535","다음 ( )속의 맞춤법이 바른 것은?","20140826","3258","우리는 (일찌기) 길을 나섰다.",""
"535","다음 ( )속의 맞춤법이 바른 것은?","20140826","3259","(깍뚜기)가 매우 맛있게 익었다.",""
"535","다음 ( )속의 맞춤법이 바른 것은?","20140826","3260","그는 (홀쭈기)라 몸이 아주 가볍다.",""
"534","( )속의 맞춤법이 바른 것은?","20140825","3253","(섣불리) 달아날 생각은 하지 마라.","정답"
"534","( )속의 맞춤법이 바른 것은?","20140825","3254","내가 가진 돈은 (통털어) 삼백 원뿐이다.",""
"534","( )속의 맞춤법이 바른 것은?","20140825","3255","내 (바램)은 네가 건강하게 잘 지내는 거야.",""
"534","( )속의 맞춤법이 바른 것은?","20140825","3256","훤칠한 (허위대)에 넓적한 얼굴의 남자가 찾아왔다.",""
"533","다음 밑줄 친 부분의 맞춤법이 바르지 않은 것은?","20140822","3249","전쟁터에 시체가 (누누이) 널려 있다.",""
"533","다음 밑줄 친 부분의 맞춤법이 바르지 않은 것은?","20140822","3250","그는 우리를 보자 (씁쓸한) 표정을 지었다.",""
"533","다음 밑줄 친 부분의 맞춤법이 바르지 않은 것은?","20140822","3251","(유유상종)이라더니 고만고만한 녀석들이 모였군.",""
"533","다음 밑줄 친 부분의 맞춤법이 바르지 않은 것은?","20140822","3252","누가 누구인지 구별이 안 될 만큼 그저 (민밋해) 보인다.","정답"
"532","다음 중( )속의 표기가 바르지 않은 것은?","20140821","3245","너는 요즘 (코빼기)도 보기 힘들구나.",""
"532","다음 중( )속의 표기가 바르지 않은 것은?","20140821","3246","(두 살배기) 아이치고는 매우 크구나.",""
"532","다음 중( )속의 표기가 바르지 않은 것은?","20140821","3247","된장찌개는 역시 (뚝빼기)에 끓여야 제맛이야.","정답"
"532","다음 중( )속의 표기가 바르지 않은 것은?","20140821","3248","비탈진 (언덕배기)에 단풍나무 몇 그루가 서 있다.",""
"531","다음 ( )속의 맞춤법이 틀린 것은?","20140820","3241","여러 문제를 (맞혔다).",""
"531","다음 ( )속의 맞춤법이 틀린 것은?","20140820","3242","(넓직한) 대청마루에 앉아 있었다.","정답"
"531","다음 ( )속의 맞춤법이 틀린 것은?","20140820","3243","오늘 일은 (반드시) 오늘 끝내야 한다.",""
"531","다음 ( )속의 맞춤법이 틀린 것은?","20140820","3244","(갑자기) 소나기가 쏟아지기 시작했다.",""
"530","+다음 ( )속의 맞춤법이 틀린 것은?","20140819","3237","오늘 당장 (주문할께요).","정답"
"530","+다음 ( )속의 맞춤법이 틀린 것은?","20140819","3238","살림살이가 (넉넉지) 않았다.",""
"530","+다음 ( )속의 맞춤법이 틀린 것은?","20140819","3239","옷을 (다리다) 말고 어디를 가는 거야?",""
"530","+다음 ( )속의 맞춤법이 틀린 것은?","20140819","3240","그는 하얀 이를 (드러내며) 웃고 있다.",""
"529","( )속의 단어와 문맥상 의미가 유사한 것은? 과음으로 쓰린 (속)을 다스리는 데는 꿀물이 최고지.","20140818","3233","(속)만 파먹지 말고 껍질도 같이 먹어.",""
"529","( )속의 단어와 문맥상 의미가 유사한 것은? 과음으로 쓰린 (속)을 다스리는 데는 꿀물이 최고지.","20140818","3234","전혀 말을 안하니 그 (속)을 누가 알겠어.",""
"529","( )속의 단어와 문맥상 의미가 유사한 것은? 과음으로 쓰린 (속)을 다스리는 데는 꿀물이 최고지.","20140818","3235","어제는 (속)이 더부룩하여 점심을 못먹었어.","정답"
"529","( )속의 단어와 문맥상 의미가 유사한 것은? 과음으로 쓰린 (속)을 다스리는 데는 꿀물이 최고지.","20140818","3236","그 사건은 온 국민을 충격 (속)으로 몰아넣었다.",""
"528","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140814","3229","미주알: 목의 앞쪽","정답"
"528","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140814","3230","살쩍: 뺨 위 귀 앞에 난 털",""
"528","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140814","3231","시울: 눈이나 입 등의 가장자리",""
"528","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140814","3232","허구리: 허리의 좌우 쪽 갈비 아래의 잘쭉한 부분",""
"527","다음 단어의 뜻풀이가 바르지 않은 것은?","20140813","3225","어험스럽다: 짐짓 위엄이 있어 보이다.",""
"527","다음 단어의 뜻풀이가 바르지 않은 것은?","20140813","3226","더넘스럽다: 다루기에 버거운 데가 있다.",""
"527","다음 단어의 뜻풀이가 바르지 않은 것은?","20140813","3227","야지랑스럽다: 얄밉도록 능청맞고 천연스럽다.",""
"527","다음 단어의 뜻풀이가 바르지 않은 것은?","20140813","3228","을씨년스럽다: 얼굴 생김이 살이 적고 갸름하며 몸매가 날씬하다.","정답"
"526","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140812","3221","모짝모짝: 한쪽에서부터 차례대로 모조리 뽑아버리는 모양",""
"526","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140812","3222","자박자박: 가볍게 발소리를 내면서 자꾸 가만가만 걷는 소리",""
"526","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140812","3223","서푼서푼: 사람이나 빛 따위가 먼 곳에서 아렴풋이 자꾸 움직이는 모양","정답"
"526","다음 단어와 뜻풀이가 바르게 짝지어지지 않은 것은?","20140812","3224","가들막가들막: 신이 나서 버릇없이 경솔하고 교만하게 행동하는 모양",""
"524","다음 중 '소식이 깜깜하다'의 뜻을 가진 관용어는?","20140808","3213","코가 땅에 닿다",""
"524","다음 중 '소식이 깜깜하다'의 뜻을 가진 관용어는?","20140808","3214","눈코 뜰 새 없다",""
"524","다음 중 '소식이 깜깜하다'의 뜻을 가진 관용어는?","20140808","3215","다 된 죽에 코 풀기",""
"524","다음 중 '소식이 깜깜하다'의 뜻을 가진 관용어는?","20140808","3216","코끝도 볼 수 없다","정답"
"523","다음 중 돌아가신 타인의 아버지를 일컫는 말은?","20140807","3209","선비(先&#22947;)",""
"523","다음 중 돌아가신 타인의 아버지를 일컫는 말은?","20140807","3210","가친(家親)",""
"523","다음 중 돌아가신 타인의 아버지를 일컫는 말은?","20140807","3211","선대인(先大人)","정답"
"523","다음 중 돌아가신 타인의 아버지를 일컫는 말은?","20140807","3212","춘부장(春府丈)",""
"522","다음 순화 용어 중 어색한 것은?","20140806","3205","올인 --> 다걸기",""
"522","다음 순화 용어 중 어색한 것은?","20140806","3206","네티즌 --> 누리꾼",""
"522","다음 순화 용어 중 어색한 것은?","20140806","3207","웰빙 --> 참살이",""
"522","다음 순화 용어 중 어색한 것은?","20140806","3208","엘리베이터 --> 자동길","정답"
"521","다음 순화한 말로 잘못된 것은?","20140805","3201","유도리 --> 능력","정답"
"521","다음 순화한 말로 잘못된 것은?","20140805","3202","시아게 --> 끝손질",""
"521","다음 순화한 말로 잘못된 것은?","20140805","3203","십팔번 --> 애창곡",""
"521","다음 순화한 말로 잘못된 것은?","20140805","3204","기라성 --> 빛나는 별",""
"520","다음의 순화한 말 중 옳지 않은 것은?","20140804","3197","쇼부 --> 흥정",""
"520","다음의 순화한 말 중 옳지 않은 것은?","20140804","3198","오야붕 --> 두목",""
"520","다음의 순화한 말 중 옳지 않은 것은?","20140804","3199","찌라시 --> 선전지",""
"520","다음의 순화한 말 중 옳지 않은 것은?","20140804","3200","사시꼬미 --> 회칼","정답"
"519","다음 숫자를 세는 단어 중 맞춤법에 맞지 않는 것은?","20140801","3193","서너너덧",""
"519","다음 숫자를 세는 단어 중 맞춤법에 맞지 않는 것은?","20140801","3194","두세",""
"519","다음 숫자를 세는 단어 중 맞춤법에 맞지 않는 것은?","20140801","3195","여닐곱","정답"
"519","다음 숫자를 세는 단어 중 맞춤법에 맞지 않는 것은?","20140801","3196","두서넛",""
"518","다음 중 관용 표현을 잘못 사용한 것은?","20140731","3189","그는 선심을 쓰는 척하면서 제 실속은 다 챙겼다.",""
"518","다음 중 관용 표현을 잘못 사용한 것은?","20140731","3190","그 사람의 그림 솜씨에 많은 이들이 혀를 내둘렀다.",""
"518","다음 중 관용 표현을 잘못 사용한 것은?","20140731","3191","입에 발린 소리를 잘하는 그의 말을 모두 믿지 마라.",""
"518","다음 중 관용 표현을 잘못 사용한 것은?","20140731","3192","그는 혼잡한 인파 속에서 아내를 찾기 위해 자라목이 되어 두리번거렸다.","정답"
"517","다음 중 단위를 나타내는 말 중 틀린 것은?","20140730","3185","바늘 한 쌈: 24개",""
"517","다음 중 단위를 나타내는 말 중 틀린 것은?","20140730","3186","곶감 한 접: 100개",""
"517","다음 중 단위를 나타내는 말 중 틀린 것은?","20140730","3187","고등어 한 손: 10마리","정답"
"517","다음 중 단위를 나타내는 말 중 틀린 것은?","20140730","3188","조기 한 두름: 20마리",""
"516","다음 ( )속의 '쓰다'의 의미가 다른 것은?","20140729","3181","아랫방을 서재로 (썼다).",""
"516","다음 ( )속의 '쓰다'의 의미가 다른 것은?","20140729","3182","바쁘면 내 휴대전화라도 (써라).",""
"516","다음 ( )속의 '쓰다'의 의미가 다른 것은?","20140729","3183","그 축구 선수는 주로 왼발을 (쓴다).",""
"516","다음 ( )속의 '쓰다'의 의미가 다른 것은?","20140729","3184","소설가 이씨는 몇 년 전에 여석 편의 소설을 (썼다).","정답"
"515","다음 중 높임 표현이 어색한 것은?","20140728","3177","할머니는 귀가 밝으십니다.",""
"515","다음 중 높임 표현이 어색한 것은?","20140728","3178","아버지께서 출장을 가셨습니다.",""
"515","다음 중 높임 표현이 어색한 것은?","20140728","3179","철수야 할아버지께서 오시래.","정답"
"515","다음 중 높임 표현이 어색한 것은?","20140728","3180","선생님께서는 언제 귀국하셨나요?",""
"514","다음 중 높임의 방법이 다른 하나는?","20140725","3173","도시락을 선생님께 드려라.","정답"
"514","다음 중 높임의 방법이 다른 하나는?","20140725","3174","선생님께서 축구를 하십니다.",""
"514","다음 중 높임의 방법이 다른 하나는?","20140725","3175","아버지께서 점심을 드십니다.",""
"514","다음 중 높임의 방법이 다른 하나는?","20140725","3176","그 분은 환경운동을 하십니까?",""
"513","다음 중 시제가 다른 문장은?","20140724","3169","지구는 여전히 돈다.",""
"513","다음 중 시제가 다른 문장은?","20140724","3170","내 짝이 책을 읽는다.",""
"513","다음 중 시제가 다른 문장은?","20140724","3171","그는 내일 올 것이다.","정답"
"513","다음 중 시제가 다른 문장은?","20140724","3172","아버지가 회사에 가신다.",""
"512","다음 중 외래어 표기가 맞는 것은?","20140723","3165","랑데부","정답"
"512","다음 중 외래어 표기가 맞는 것은?","20140723","3166","스폰지",""
"512","다음 중 외래어 표기가 맞는 것은?","20140723","3167","플래쉬",""
"512","다음 중 외래어 표기가 맞는 것은?","20140723","3168","인디안",""
"511","다음에서 설명하는 뜻을 나타내는 말은? 말이나 행동이 곱고 우아하다. 또는 얌전하고 점잖다.","20140722","3161","반지랍다",""
"511","다음에서 설명하는 뜻을 나타내는 말은? 말이나 행동이 곱고 우아하다. 또는 얌전하고 점잖다.","20140722","3162","섬서하다",""
"511","다음에서 설명하는 뜻을 나타내는 말은? 말이나 행동이 곱고 우아하다. 또는 얌전하고 점잖다.","20140722","3163","음전하다","정답"
"511","다음에서 설명하는 뜻을 나타내는 말은? 말이나 행동이 곱고 우아하다. 또는 얌전하고 점잖다.","20140722","3164","바장이다",""
"510","바람에 대한 다음 단어 중 연결이 바르지 않은 것은?","20140721","3157","동풍-샛바람",""
"510","바람에 대한 다음 단어 중 연결이 바르지 않은 것은?","20140721","3158","서풍-갈바람",""
"510","바람에 대한 다음 단어 중 연결이 바르지 않은 것은?","20140721","3159","남풍-하늬바람","정답"
"510","바람에 대한 다음 단어 중 연결이 바르지 않은 것은?","20140721","3160","북풍-된바람",""
"509","다음 중 '길섶'이란 우리말의 뜻으로 알맞은 것은?","20140718","3153","길 입구",""
"509","다음 중 '길섶'이란 우리말의 뜻으로 알맞은 것은?","20140718","3154","길 한가운데",""
"509","다음 중 '길섶'이란 우리말의 뜻으로 알맞은 것은?","20140718","3155","길 가장자리","정답"
"509","다음 중 '길섶'이란 우리말의 뜻으로 알맞은 것은?","20140718","3156","앞쪽에 난길",""
